id,created_at,text
1289156677804199936,2020-07-31 11:11:18,"#RADL3 #PNVL3 #PFRM3 - Recorde em oferta de ações deve levar farmácias à consolidação. Operações dos grupos Panvel, Profarma, Pague Menos e Nissei podem atingir R$ 3,6 bilhões (Valor)"
1289156656916504576,2020-07-31 11:11:13,#TIMP3 - TIM já assinou 30 termos de confidencialidade com interessados em se tornarem sócios da nova empresa de fibra ótica. A tele vem trabalhando na iniciativa desde o primeiro semestre e espera receber as primeiras ofertas não vinculantes no começo de setembro. (Broadcast)
1289156597705396224,2020-07-31 11:10:58,"#TRPL4 - ISA Cteep investe em transmissão e diversifica com área de ‘real estate’. Pouco afetada pela crise, transmissora encerrou segundo trimestre com forte resultado e avanços no plano estratégico. (Valor)"
1289156596434481153,2020-07-31 11:10:58,"#TRPL4 - Lucro da ISA Cteep cresce 90,3% no segundo trimestre. A transmissora registrou lucro líquido atribuído aos controladores de R$ 880,5 milhões entre abril e junho. (Valor)"
1289156548564901891,2020-07-31 11:10:47,#USIM5 - Usiminas prepara reestruturação da usina de Cubatão. A companhia anunciou a volta da operação dos laminadores a quente e a frio a partir da segunda quinzena de agosto.
1289156527136415745,2020-07-31 11:10:42,#VALE3 - Vale vê fim de era de projetos bilionários. Mineradora decidirá em setembro sobre pagamento de dividendos extraordinários em 2021.
1289156525966028801,2020-07-31 11:10:41,"#VALE3 - Vale pagou R$ 3,9 bilhões em indenizações até o momento, diz presidente. Outros R$ 11,5 bilhões foram destinados a ações de reparações e de descaracterização de barragens, afirmou Bartolomeo. (Valor)"
1288962294668562434,2020-07-30 22:18:53,"📊 Ranking posições ATUAL 🆚 pregão ANTERIOR +Termadas

#CIEL3 1° ⬆️ 2°
#OIBR3 2° ⬇️ 1°
#VALE3 3° ⬆️ 5°
#COGN3 4° ⏸ 4°
#BBDC4 5° ⬆️
#BRFS3 6° ⬆️ 
#IRBR3 7° ⏸ 7°
#VVAR3 8° ⬇️ 3°
#PETR4 9° ⬆️
#SEER3 10° 🆕 #Top10 

#marketmovers"
1288962293611540481,2020-07-30 22:18:53,"📊 Ações +Termadas #termos 🦈

🧐 Apostando numa alta ou defendendo posição

Ticker / Var(%) / N° de Ações

#CIEL3 / -1,8% / 4.082K
#OIBR3 / -0,5% / 2.077K
#VALE3 / -2,7% / 1.329K
#COGN3 / +4,3% / 1.212K
#BBDC4 / -2,7% / 504K

Além disso tivemos #BRFS3 #IRBR3 #VVAR3 #PETR4 #SEER3"
1288961087728222209,2020-07-30 22:14:05,"📊 Ranking posições ATUAL 🆚 pregão ANTERIOR 🐟🐡🐠 (Lote Fracionário)

#OIBR3 1° ⏸ 1°
#VVAR3 2° ⏸ 2°
#ITSA4 3° ⬆️ 5°
#COGN3 4° ⏸ 4°
#BBDC4 5° ⬆️ 7°
#ABEV3 6° ⬆️
#MGLU3 7° ⬆️ 8°
#BBAS3 8° ⬆️
#PETR4 9° ⬆️
#IRBR3 10° ⬆️

#marketmovers"
1288961086683840515,2020-07-30 22:14:05,"📊 Mais negociadas investidor PF 🐟🐡🐠 (Lote #Fracionário) 

Ticker / Var(%) / N° de Ações

#OIBR3 / -0,5% / 799K
#VVAR3 / +1,5% / 264K
#ITSA4 / -1,6% / 248K
#COGN3 / +4,2% / 217K
#BBDC4 / -2,6% / 201K

Além disso tivemos #ABEV3 #MGLU3 #BBAS3 #PETR4 e #IRBR3"
1288960567378685958,2020-07-30 22:12:01,"Destaques do dia 📊 (Volume de Negócios acima da média dos últimos 21 pregões) - 30/07/2020

#RENT3 4x (+11,38%)
#OIBR3 3,7x (-0,52%)
#ABEV3 3x (-2,70%)
#ANIM3 2,6x (+6,36%)
#PARD3 1,8x (+1,74%)

#marketmovers"
1288957461240709127,2020-07-30 21:59:41,"#COGN3 - Vasta, a subsidiária da Cogna Educação precificar seu IPO acima da faixa indicativa, levantando US$ 406 milhões a um valuation post-money de US$ 1,6 bilhão (ou R$ 8,2 bilhões num câmbio de R$ 5,15). Oferta recebeu 280 ordens e teve demanda de 15x o book. (Brazil Journal)"
1288945265676890112,2020-07-30 21:11:13,"RT @genialinveste: 💲 @denisebarbosa, @FilipeVillegas e @Roberto03140992 estão no ar com uma nova edição do #FechamentoDoMercado! Confira as…"
1288893220265631750,2020-07-30 17:44:24,"RT @Denise_Hommel: 🎞️ CINEMINHA IMPERDIVEL, HOJE 🎞️

Octavio de Lazari, CEO do Bradesco

@FilipeVillegas 
@genialinveste

https://t.co/30kF…"
1288865188280782850,2020-07-30 15:53:01,"RT @genialinveste: A Petrobras irá divulgar seus resultados nesta quinta-feira. Descubra as expetativas para este balanço! 🤩

📌Marilia da C…"
1288796026992828417,2020-07-30 11:18:12,"🎧🎙 #30/7 - Vale voltará a pagar dividendos; Ambev supera previsões

Vale pode reagir à volta dos dividendos e retorno do lucro, apesar do Ebitda abaixo das expectativas enquanto as vendas da Ambev superam previsões. 

https://t.co/2pRUEuxJeQ"
1288795887435763712,2020-07-30 11:17:38,"🗞 Genial News - 30/07/2020

🔗 https://t.co/61197wxZep https://t.co/Tqs4eFfrm6"
1288795161468829702,2020-07-30 11:14:45,"#AZUL4 #GOLL4 - Governo editou portaria que vai permitir a reabertura do espaço aéreo do Brasil a estrangeiros a partir de hoje, segundo CNN Brasil, que obteve a informação através de uma minuta da portaria que deve ser publicada ainda nesta quarta em edição extra do DOU."
1288795140635660288,2020-07-30 11:14:40,"#ABEV3 - Credit Suisse ELEVA recomendação para Ambev de NEUTRA para COMPRA, preço-alvo em BRL 20, potencial de alta de 32% sobre último fechamento. Compilado Bloomberg mostra faixa de recomendações entre BRL 11 e BRL 22. Preço-alvo médio e BRL 15.25."
1288795098189307904,2020-07-30 11:14:30,"#BPAC11 - BTG informou o adiamento do pagamento de JCP. Em reunião do conselho de administração, realizada no último dia 17, foram solicitados esclarecimentos adicionais em relação às resoluções 4.797 (de 6 de abril de 2020) e 4.820 (de 29 de maio de 2020), do CMN. (Broadcast)"
1288795076697743361,2020-07-30 11:14:25,"#COGN3 - Vasta Educacional, da Cogna, já tem demanda superando em 10 vezes volume de ações que está sendo oferecido em seu IPO na Nasdaq. Considerando topo da faixa indicativa (US$15,50 a US$17,50), poderá movimentar US$ 373,84 milhões, ou seja, mais de R$ 1,8 bilhão. (Broadcast)"
1288795059207442434,2020-07-30 11:14:21,"#CSNA3 - CSN negocia adiar R$ 1,1 bilhão em dívida. Companhia prepara reajuste para a distribuição de 10% a 12,5% em setembro. (Valor)"
1288795041197154309,2020-07-30 11:14:17,"#GSOM3 - Grupo de Moda Soma levanta R$ 1,82 bilhão em IPO. Preço foi fixado em R$ 9,90 por ação, na média da faixa indicativa, que era entre R$ 8,80 e R$ 11,00, e incluiu lote adicional. Houve uma demanda de 10x a oferta. Ações começam a ser negociadas em 31/julho."
1288795003851091970,2020-07-30 11:14:08,"#IPO – AGE da Hidrovias do Brasil aprovou a realização de uma oferta pública de distribuição de ações, bem como a retomada do procedimento de listagem da companhia no segmento Novo Mercado da B3."
1288794983999430657,2020-07-30 11:14:03,"#IPO - Companhia catarinense, Intelbras, contrata bancos para IPO segundo Valor. Empresa vai buscar R$ 1,5 bi junto aos investidores. Intelbras produz eletrônicos para segurança, comunicação, energia e redes."
1288794966463000577,2020-07-30 11:13:59,"#JBSS3 - JBS contratou mais de 10.000 pessoas no Brasil entre março e junho para repor trabalhadores que foram preventivamente afastados por serem parte do grupo de risco, que apresentaram sintomas ou diagnóstico positivo para Covid-19 (Bloomberg)"
1288794946762407936,2020-07-30 11:13:54,#KLBN11 - Preço para fim de royalties divide BNDESPar e Klabin. Não há convergência em torno do valor a ser pago aos controladores da empresa para encerrar o contrato pelo uso da marca. (Valor)
1288794928814985217,2020-07-30 11:13:50,🔥 #LOGG3 - Log teve seu melhor semestre em locações. Demanda de áreas de galpões por parte do “e-commerce” resultou na assinatura de 41 contratos no período. (Valor)
1288794897525473280,2020-07-30 11:13:42,"#ODPV3 - Odontoprev aprovou o pagamento de R$ 83,172 milhões em dividendos intercalares, equivalente a R$ 0,1568 por ação. Valor será pago de acordo com a posição em 11/8, e a partir do dia 12, as ações passam a ser negociadas ex-dividendos. O crédito será feito em 07 de outubro."
1288794861391564808,2020-07-30 11:13:34,"#OIBR3 #TIMP3 - Após elevar a oferta pelas redes móveis da Oi, fato que fez disparar as ações da concorrente, a TIM pondera que a sua manifestação de interesse pelo negócio não será justificativa para entrar numa guerra de lances cada vez mais altos. (Broadcast)"
1288794811017965568,2020-07-30 11:13:22,"🔥 #PETR4 - Petrobras prevê recuperar R$ 16,9 bi com decisão sobre ICMS. Montante é a melhor estimativa dos valores a serem recuperados para as competências compreendidas entre o período de out/2001 a jun/2020. (Bloomberg)"
1288794748065652737,2020-07-30 11:13:07,"#PETR4 - Petrobras informou que fechou um acordo com a Petros para encerrar o litígio envolvendo a Sete Brasil. A estatal vai pagar à Petros R$ 950 milhões, valor que já foi apontado nas demonstrações financeiras referentes ao segundo trimestre deste ano. (Broadcast)"
1288794703408898048,2020-07-30 11:12:56,"#PNVL3 - Dimed informa que a Equitas, por meio de fundos, passou a deter 6,993 milhões de ações ON (5,07%) (BDM Online)"
1288794687491518466,2020-07-30 11:12:52,"#TASA4 - Taurus diz que Justiça revogou penalidade administrativa aplicada pela PM-SP A companhia informou, em nota, que a Justiça de São Paulo julgou procedente sua ação, que solicitou a revogação da penalidade referente à contratação de carabinas. (Valor)"
1288794670567510023,2020-07-30 11:12:48,#TIET11 - AES Corp planeja acelerar crescimento no Brasil. Grupo americano assinou contrato de aquisição de uma fatia do BNDES na Tietê e se comprometeu a fazer migração da geradora para o Novo Mercado. (Valor)
1288794652561334276,2020-07-30 11:12:44,"#VALE3 - Vale decidiu restabelecer, sem alterações, política de remuneração aos acionistas suspensa em jan/19. Política determina que dividendos mínimos calculados com base nos resultados do 1S20 sejam pagos em setembro. Foi aprovado pagamento em 7/ago de JCP de R$ 1,41 por ação."
1288794633368145921,2020-07-30 11:12:39,"#VALE3 - TCU dá aval à renovação antecipada a concessões de ferrovias da Vale. Em contrapartida, a Vale terá que construir 383 km da Ferrovia de Integração do Centro-Oeste (Fico) e uma nova linha de Cariacica a Anchieta (ES)"
1288794615848620032,2020-07-30 11:12:35,"#VIVT4 #TIMP3 #OIBR3 - O projeto de reforma tributária do governo federal eleva a carga do setor de telecomunicações, deve provocar encarecimento desses serviços ao consumidor e adiar investimentos em 5G no país. (Folha)"
